Stf;Pos.;Material P;Objektkurztext;   Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ArbPlatz;ÄndNr;EKG;SchGut
3;12;500581831;Spannhuelse M20-D50;3;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;13;500580464;Beilage Trennstelle;13;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;14;500580462;Scheibe M20;9;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;15;500581971;Scheibe M10;13;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;16;500583043;Abdeckung Verschraubung Kopftrennstelle;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;17;500582910;Distanzblech;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;18;500579455;Gewindeplatte;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;19;500519422;Beilage Bl 1x40x40 EN485-4          P005;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;20;500480443;Nutenstein M8 mit Beilage;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;40;500581520;Dichtband 6/30x30 O.C.-Form 150ULc sk;500;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W09;
3;41;100211549;Dichtungsband BD 10X15-O.C.FORM 150 UL *;2320;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;
3;42;500181159;Dichtungsband 4/20x20 O.C.-Form 150 C sk;11000;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;
3;50;700014278;Sechskantschr.M8x30 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;51;500481225;Sechskantschr.M10x70 ISO4017-8.8-Geo;13;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;52;500388695;Sechskantschr.M20x130 ISO4017-10.9-Geome;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;53;500463877;Sechskantschr.M20x140 ISO4014-10.9-Geom.;3;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;54;500478658;Sechskantschr.M20x320 ISO4014-10.9 Geom.;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;55;700026590;Blechschr.ST4,8x13-C-H ISO7049-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;56;700034721;Zylinderschr.M5x16 ISO4762-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;57;700031090;Zylinderschr.M6x12 ISO4762-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;58;700024686;Zylinderschr.M6x16 ISO4762-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;59;500556844;Halbrundkopfschr.M5x16 ISO7380-2-A4-70;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;60;500276812;Senkschr.M6x20 ISO10642-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;70;700019602;Sechskantm.M8 ISO4032-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;71;500388696;Sechskantm.M20 ISO4032-10-Geo500B;9;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;72;815000199;Käfigmutter M6 (2,6-3,5) R-083-35-A2/St*;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;73;700039870;Klips-Mutternhalter M5 KP131A;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W02;
3;80;500039677;Scheibe 8 ISO7093-1-200HV-A2;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;81;500467289;Scheibe 20 ISO7089-300HV-Geomet500B;15;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;82;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;83;500053323;Sperrkantscheibe SKB-6-NrFSt;9;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;84;815001289;Sperrkantscheibe SKM-5-NrFSt (A4);1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;90;500512456;U-Klammer 37072550;16;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W02;
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;75134;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;6500;KG;86;SP;1;PD;F;ROH;1;48;S6MOB4;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;250;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;400;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-VIE001M;W09;
3;11;500340296;Loctite 243 Schraubensicherung;18;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-VIE001;W09;
3;200;500385786;Fugenmasse-1K-Pur-Farbe 1823;100;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W09;
3;201;100167863;Fugenmasse Farbe 0716-1K-PUR;50;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W09;
3;202;500367914;Klebeband 19x0,5 VHB4905 doppelseitig sk;1600;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;
3;1;700011785;Korrosionsschutz - Tectyl 846;0;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;75134;W09;
3;1;500592156;RFID Antenne;1;ST;86;SP;100;PD;E;HALB;1;15;S6MOB4;76478;;
4;1;500572076;RFID Antenne;1;ST;86;SP;1;PD;F;KBEI;;88;VO90;75511;WPM;
3;2;500572077;Dehnhülse;4;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W05;
3;131;500175882;Einsatz E153p13 TPE-V natur;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76496;W11;
3;160;500175851;Kabelverschraubung VK82553d Ms,vern.;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W11;
3;400;500342800;Sechskantschr.M8x60 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76478;W09;X
3;430;500300513;Scheibe 8 ISO7093-1 200HV-A4;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76478;W09;X
3;432;500175552;Gegenm.M25x1,5 225/5 Ms,vern.;1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76478;W04;X
3;450;500499276;Sechskantm.M8 ISO4032-A4-70;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76478;W09;X
3;1027;500578069;Notbetätigung außen 3T204732R41;1;ST;86;SP;1;PD;F;LBEI;;88;S6MOB4;76496;W01;
3;1028;500578100;Bowdenzug Aussen 3T311165R75;1;ST;86;SP;1;PD;F;LBEI;;88;S6MOB4;76478;W01;
3;1400;500573699;Klappe vst.;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W05;
3;1401;500573711;Gewindeplatte;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W05;
3;1402;500447675;Unterlegplatte Tfl 1,5x13x58 PA6;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W11;
3;1403;500573710;Klemmblech;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W05;
3;1404;500448213;Moosgummi 8x8 EPDM schwarz selbstklebend;50;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;76478;W11;
3;1408;500447674;Unterlegplatte Tfl 1x20x36 PA6;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76478;W11;
3;1453;500448525;Halbrundkopfschr.M4x12 ISO7380-2-A4-70;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76478;W09;X
2;2;558524WT1;Montage Seitenw.Verkleidg Doppeltür WT1A;1;ST;86;SP;300;PD;E;HALB;1;15;INV;B-GOT001;;
3;1;500562683;Fensterverkleidung HF kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;2;500566606;Fensterverkleidung HF kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;3;500562685;Fensterverkleidung NF schmal kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;4;500562983;Fenstersäule kurz kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;5;500572544;Abdeckung Endportal rechts;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;6;500566601;Türsäulenverkleidung links kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;7;500566604;Türsäulenverkleidung rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;8;500566603;Türsäulenverkleidung links kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;9;500566605;Türsäulenverkleidung rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;10;500572657;Klemmstück links kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;11;500572659;Klemmstück rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;12;500572658;Klemmstück links kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;13;500572701;Klemmstück rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;14;500574419;Haltestange Türsäulenverkleidung kpl;3;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;75500;W06;
3;15;500575706;Konsole Haltestange rechts kpl;4;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;16;500575708;Konsole Haltestange links kpl;4;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;17;500574958;Halter;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;18;500574959;Halter;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;19;500575290;Halter;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;20;500575291;Halter;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;21;500572549;Gista-Profil 4610108 EPDM schwarz;760;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;
3;22;500505902;Klettband DualLock SJ3550 12mm sk;3000;M;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;
3;30;500522209;Federklammer;32;ST;86;SP;100;PD;F;HALB;;88;S6MOB4;B-GOT001;W05;
3;31;500511167;Verstellelement;33;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;40;500444030;Distanzblech;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76104;W11;X
3;41;500598202;Beilage 1mm doppelt;24;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76104;W05;
3;42;500559158;Beilage 1mm;22;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;43;500559159;Beilage 2mm;11;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;44;500520100;Beilage Bl 1x30x35 ISO9445;16;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W10;X
3;45;500601768;Haltestangen-Beilage 10mm          P007;8;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76510;W05;
3;50;500511518;Linsenflachkopfschr.M5x50:Böllhoff;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W02;
3;51;700014178;Sechskantschr.M6x20 ISO4017-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;52;700014268;Sechskantschraube M 8X25 ISO 4017-A2-70;12;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76104;W09;X
3;53;500440891;Zylinderschr.M6x16 ISO4762 A4-70;11;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;54;500022660;Zylinderschr.M12x90 ISO4762-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;55;500230833;Halbrundkopfschr.M5x20 ISO7380-2-A2-70;32;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;56;500535893;Halbrundkopfschr.M6x16 ISO7380-2-A4-70;10;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;57;500276812;Senkschr.M6x20 ISO10642-A2-70;20;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;58;500276454;Senkschr.M6x25 ISO10642-A2-70;3;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;60;500094798;Nutenstein M6 44320/6OS A4;11;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W05;X
3;61;500452765;Nutenstein M8;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W05;X
3;62;815000199;Käfigmutter M6 (2,6-3,5) R-083-35-A2/St*;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;63;500143654;Käfigm.M6-RR-083-35-A2/A2;7;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;64;500153261;Käfigmutter M6 (1,7-2,5)-A2/A2;20;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;70;500334565;Scheibe 6 ISO7093-1-200HV-A4;11;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;71;700037386;Scheibe 8 ISO7094-100HV-A2;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;72;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;23;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;73;500053323;Sperrkantscheibe SKB-6-NrFSt;6;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;74;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76104;W09;X
3;75;500377016;Sperrkantscheibe SKZ-12 TN096660-NrFSt;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;76;500592649;Haltestange Türsäulenverkleidung kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;75500;W06;
3;77;500598201;Distanzblech;16;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76104;W05;
3;78;700040255;Sechskantschr.M12x40 ISO4017-10.9;16;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76104;W02;
3;79;815000116;Sperrkantscheibe SKM-12-FSt-geomet321A;16;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;76104;W09;X
3;94;500287173;Primer 3M 94;500;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W02;X
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;75134;W09;
3;11;500340296;Loctite 243 Schraubensicherung;53;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-VIE001;W09;
3;200;500156494;Schmierfett Klüber Barrierta L25DL;50;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;B-GOT001;W09;
2;3;558525WT1;Montage Seitenw.Verkleidg Fenster-S.WT1A;1;ST;86;SP;300;PD;E;HALB;;;INV;B-GOT001;;
3;1;500593621;Fensterverkleidung NF kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;2;500593625;Fensterverkleidung NF schmal kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;3;500562682;Fensterverkleidung HF kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;4;500562684;Fensterverkleidung HF kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;5;500564012;Endportalsäule links kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;6;500562980;Fenstersäule lang kpl;1;ST;86;SP;1;PD;F;ROH;;88;;75982;W06;
3;7;500562983;Fenstersäule kurz kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;9;500582911;Fenstersäule lang kpl wg;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;10;500593623;Fensterverkleidung NF kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;11;500597035;Fenstersäule lang kpl;1;ST;86;SP;1;PD;F;ROH;;88;;75982;W06;
3;21;500572549;Gista-Profil 4610108 EPDM schwarz;3380;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;22;500505902;Klettband DualLock SJ3550 12mm sk;5040;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;30;500522209;Federklammer;56;ST;86;SP;100;PD;F;HALB;;88;;B-GOT001;W05;
3;31;500511167;Verstellelement;57;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;42;500559158;Beilage 1mm;48;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W02;X
3;43;500559159;Beilage 2mm;24;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W02;X
3;50;500511518;Linsenflachkopfschr.M5x50:Böllhoff;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W02;
3;53;500440891;Zylinderschr.M6x16 ISO4762 A4-70;24;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;59;500238428;Halbrundkopfschr.M8x20 ISO7380-2-A2-70;7;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W02;X
3;60;500094798;Nutenstein M6 44320/6OS A4;24;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W05;X
3;61;500452765;Nutenstein M8;7;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W05;X
3;70;500334565;Scheibe 6 ISO7093-1-200HV-A4;24;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;94;500287173;Primer 3M 94;500;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;X
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;;75134;W09;
3;11;500340296;Loctite 243 Schraubensicherung;24;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001;W09;
3;200;500156494;Schmierfett Klüber Barrierta L25DL;500;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
2;4;558526WT1;Montage EPVKL WT1-A, WT1/2-B;1;ST;86;SP;300;PD;E;HALB;1;15;INV;B-GOT001;;
3;1;500572457;Endportalverkleidung BM 1-2 links kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;2;500572458;Endportalverkleidung BM 1-2 rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;3;500572591;F-Profil Endportalverkl. links;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;4;500572590;F-Profil EP-TS_Verkl. oben;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;5;500580118;F-Profil EP-TS_Verkl. unten;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;50;500504045;Halbrundkopfschr.M5x16 ISO7380-2-A2-70;15;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;51;700039870;Klips-Mutternhalter M5 KP131A;12;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;76317;W02;
3;53;700019590;Sechskantm.M5 ISO4032-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;54;500289534;Scheibe 5 ISO7093-1 200HV-A2;1;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;1;500295237;Klebstoff Flex 310 M Kristall glasklar;0;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-FIN001M;W09;
3;11;500340296;Loctite 243 Schraubensicherung;15;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;W-VIE001;W09;
2;5;558528WT1;Montage Voutenklappe WT1-A;1;ST;86;SP;300;PD;E;HALB;1;15;INV;B-GOT001;;
3;1;500572276;Voutenklappe 1 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;2;500587832;Voutenklappe 11 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;3;500587844;Voutenklappe 13 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;4;500588987;Voutenklappe 16 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;5;500572280;Voutenklappe 5 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;6;500572277;Voutenklappe 6 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;7;500572281;Voutenklappe 10 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;8;500572282;Voutenfixteil 1 kpl wg;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;9;500572283;Voutenfixteil 1 kpl spg;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;10;500587847;Voutenfixteil 7 kpl;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;11;500572286;Voutenfixteil 2 kpl spg;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;12;500587851;Voutenfixteil 8 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;13;500572288;Voutenfixteil 4 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;14;500572289;Voutenfixteil 5 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;15;500580229;Verkleidung Endportal kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;16;500572890;Konsole 3;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;17;500572291;Konsole 1;16;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;18;500383411;T-Schraube M6x20 schräg 19x10x4;40;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W12;X
3;19;700019595;Sechskantm.M6 ISO4032-A2-70;40;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;20;815001288;Sperrkantscheibe SKM-6-NrFst (A4);56;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;21;700024679;Megi-Anschlagpuffer mittel 781053;16;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;22;700034869;Sechskantm.M6 ISO4035-A2-035;32;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;23;500305914;Elastikp.3M Bumpon SJ5017 9,6mm skl.sw;16;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W10;X
3;24;500094798;Nutenstein M6 44320/6OS A4;28;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W05;X
3;25;700014178;Sechskantschr.M6x20 ISO4017-A2-70;16;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;26;700014162;Sechskantschr.M6x16 ISO4017-A2-70;12;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;27;500053323;Sperrkantscheibe SKB-6-NrFSt;40;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;28;500559158;Beilage 1mm;32;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;29;500559159;Beilage 2mm;36;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;30;500447570;Nutenstein M8 m. Beilage;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W02;
3;31;700014278;Sechskantschr.M8x30 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;32;500057305;Sperrkantscheibe SKB-8-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;33;700019602;Sechskantm.M8 ISO4032-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;34;500276454;Senkschr.M6x25 ISO10642-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;35;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;36;500143654;Käfigm.M6-RR-083-35-A2/A2;4;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;S6MOB4;75134;W09;
3;38;500582680;Blende kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;39;500582681;Blende EP kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
3;40;500444030;Distanzblech;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W11;X
3;41;500582629;Halter wg;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;42;500582670;Halter spg;2;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;43;500582671;Halter EP;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W05;
3;44;700014189;Sechskantschr.M6x25 ISO4017-A2-70;12;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;45;500519422;Beilage Bl 1x40x40 EN485-4          P005;24;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W02;X
3;46;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;47;950017428;Sechskantm.M8 ISO7040-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;S6MOB4;B-GOT001;W09;X
3;48;500587839;Voutenklappe 12 kpl;1;ST;86;SP;1;PD;F;ROH;;88;S6MOB4;B-GOT001;W06;
